country,cause,year,total,,,,
Brazil,Accidents,1992,47.4,,,,
Brazil,Dementia,1992,0.9,,,,
Brazil,Diseases of the digestive system,1992,53.4,,,,
Brazil,"Malignant neoplasms of colon, rectum and anus",1992,9.3,,,,
Brazil,Chronic liver diseases and cirrhosis,1992,16.6,,,,
Brazil,Mental and behavioural disorders,1992,4.7,,,,
Brazil,Malignant neoplasms of bladder,1992,3.2,,,,
Brazil,"Congenital malformations, deformations and chromosomal abnormalities",1992,3.5,,,,
Brazil,Diseases of the nervous system,1992,8.9,,,,
Brazil,Chronic obstructive pulmonary diseases,1992,15.5,,,,
Brazil,Diseases of the skin and subcutaneous tissue,1992,1.6,,,,
Brazil,Diseases of the respiratory system,1992,122.6,,,,
Brazil,Ischaemic heart diseases,1992,130.1,,,,
Brazil,Intentional self-harm,1992,4.8,,,,
Brazil,"Symptoms, signs, ill-defined causes",1992,265,,,,
Brazil,Malignant neoplasms of stomach,1992,19,,,,
Brazil,Accidental falls,1992,7.4,,,,
Brazil,Cerebrovascular diseases,1992,158.4,,,,
Brazil,Peptic ulcer,1992,5.4,,,,
Brazil,Acute myocardial infarction,1992,93.9,,,,
Brazil,Total,1992,1305.2,,,,
Brazil,External causes of mortality,1993,88.3,,,,
Brazil,Certain infectious and parasitic diseases,1993,45.3,,,,
Brazil,Diseases of the genitourinary system,1993,21.1,,,,
Brazil,Neoplasms,1993,153.7,,,,
Brazil,Pneumonia,1993,55.5,,,,
Brazil,Malignant neoplasms,1993,150.6,,,,
Brazil,Certain conditions originating in the perinatal period,1993,12.2,,,,
Brazil,Transport Accidents,1993,23,,,,
Brazil,Diabetes mellitus,1993,39.3,,,,
Brazil,Influenza,1993,1,,,,
Brazil,Diseases of the musculoskeletal system and connective tissue,1993,2.1,,,,
Brazil,Accidental poisoning,1993,0.3,,,,
Brazil,Diseases of the circulatory system,1993,470.2,,,,
Brazil,Tuberculosis,1993,6.9,,,,
Brazil,Assault,1993,22.1,,,,
Brazil,"Malignant neoplasms of trachea, bronchus, lung",1993,19.2,,,,
Brazil,Malignant neoplasms of liver,1993,1.6,,,,
Brazil,Leukemia,1993,4.2,,,,
Brazil,Diseases of the blood and blood-forming organs,1993,4,,,,
Brazil,"Endocrine, nutritional and metabolic diseases",1993,62.4,,,,
Brazil,Malignant melanoma of skin,1993,1.1,,,,
Brazil,Accidents,1993,47,,,,
Brazil,Dementia,1993,1.1,,,,
Brazil,Diseases of the digestive system,1993,55.6,,,,
Brazil,"Malignant neoplasms of colon, rectum and anus",1993,9.5,,,,
Brazil,Chronic liver diseases and cirrhosis,1993,17.1,,,,
Brazil,Mental and behavioural disorders,1993,5,,,,
Brazil,Malignant neoplasms of bladder,1993,3,,,,
Brazil,"Congenital malformations, deformations and chromosomal abnormalities",1993,3.4,,,,
Brazil,Diseases of the nervous system,1993,9.6,,,,
Brazil,Chronic obstructive pulmonary diseases,1993,17.2,,,,
Brazil,Diseases of the skin and subcutaneous tissue,1993,1.8,,,,
Brazil,Diseases of the respiratory system,1993,137.5,,,,
Brazil,Ischaemic heart diseases,1993,129.4,,,,
Brazil,"Symptoms, signs, ill-defined causes",1993,274.9,,,,
Brazil,Intentional self-harm,1993,4.8,,,,
Brazil,Malignant neoplasms of stomach,1993,18,,,,
Brazil,Accidental falls,1993,6.7,,,,
Brazil,Cerebrovascular diseases,1993,160.4,,,,
Brazil,Peptic ulcer,1993,5.8,,,,
Brazil,Acute myocardial infarction,1993,93.9,,,,
Brazil,Total,1993,1348.1,,,,
Brazil,External causes of mortality,1994,87.4,,,,
Brazil,Certain infectious and parasitic diseases,1994,45.9,,,,
Brazil,Diseases of the genitourinary system,1994,20.8,,,,
Brazil,Neoplasms,1994,155.2,,,,
Brazil,Pneumonia,1994,55.9,,,,
Brazil,Malignant neoplasms,1994,152.1,,,,
Brazil,Certain conditions originating in the perinatal period,1994,12.5,,,,
Brazil,Transport Accidents,1994,23.5,,,,
Brazil,Diabetes mellitus,1994,39.8,,,,
Brazil,Influenza,1994,0.3,,,,
Brazil,Diseases of the musculoskeletal system and connective tissue,1994,2.1,,,,
Brazil,Accidental poisoning,1994,0.3,,,,
Brazil,Diseases of the circulatory system,1994,457.2,,,,
Brazil,Tuberculosis,1994,7.2,,,,
Brazil,Assault,1994,22.6,,,,
Brazil,"Malignant neoplasms of trachea, bronchus, lung",1994,19.8,,,,
Brazil,Malignant neoplasms of liver,1994,1.5,,,,
Brazil,Leukemia,1994,4.2,,,,
Brazil,Diseases of the blood and blood-forming organs,1994,4,,,,
Brazil,"Endocrine, nutritional and metabolic diseases",1994,63.8,,,,
Brazil,Malignant melanoma of skin,1994,1.2,,,,
Brazil,Accidents,1994,46.9,,,,
Brazil,Dementia,1994,1.1,,,,
Brazil,Diseases of the digestive system,1994,54.7,,,,
Brazil,"Malignant neoplasms of colon, rectum and anus",1994,9.8,,,,
Brazil,Chronic liver diseases and cirrhosis,1994,17,,,,
Brazil,Mental and behavioural disorders,1994,5,,,,
Brazil,Malignant neoplasms of bladder,1994,3.2,,,,
Brazil,"Congenital malformations, deformations and chromosomal abnormalities",1994,3.7,,,,
Brazil,Diseases of the nervous system,1994,9.4,,,,
Brazil,Chronic obstructive pulmonary diseases,1994,15.6,,,,
Brazil,Diseases of the skin and subcutaneous tissue,1994,1.8,,,,
Brazil,Diseases of the respiratory system,1994,136.7,,,,
Brazil,Ischaemic heart diseases,1994,126,,,,
Brazil,"Symptoms, signs, ill-defined causes",1994,257.7,,,,
Brazil,Intentional self-harm,1994,5,,,,
Brazil,Malignant neoplasms of stomach,1994,17.3,,,,
Brazil,Accidental falls,1994,7,,,,
Brazil,Cerebrovascular diseases,1994,155,,,,
Brazil,Peptic ulcer,1994,5.5,,,,
Brazil,Acute myocardial infarction,1994,92.5,,,,
Brazil,Total,1994,1318.8,,,,
Brazil,External causes of mortality,1995,91.8,,,,
Brazil,Certain infectious and parasitic diseases,1995,41.9,,,,
Brazil,Diseases of the genitourinary system,1995,20.8,,,,
Brazil,Neoplasms,1995,155.8,,,,
Brazil,Pneumonia,1995,53.8,,,,
Brazil,Malignant neoplasms,1995,152.6,,,,
Brazil,Certain conditions originating in the perinatal period,1995,12.6,,,,
Brazil,Transport Accidents,1995,26.3,,,,
Brazil,Diabetes mellitus,1995,41.5,,,,
Brazil,Influenza,1995,0.2,,,,
Brazil,Diseases of the musculoskeletal system and connective tissue,1995,2.2,,,,
Brazil,Accidental poisoning,1995,0.4,,,,
Brazil,Diseases of the circulatory system,1995,442.4,,,,
Brazil,Tuberculosis,1995,7,,,,
Brazil,Assault,1995,25.9,,,,
Brazil,"Malignant neoplasms of trachea, bronchus, lung",1995,20.1,,,,
Brazil,Malignant neoplasms of liver,1995,1.8,,,,
Brazil,Leukemia,1995,4.1,,,,
Brazil,Diseases of the blood and blood-forming organs,1995,3.9,,,,
Brazil,"Endocrine, nutritional and metabolic diseases",1995,65.9,,,,
Brazil,Malignant melanoma of skin,1995,1.1,,,,
Brazil,Accidents,1995,50.3,,,,
Brazil,Dementia,1995,1.2,,,,
Brazil,Diseases of the digestive system,1995,53.5,,,,
Brazil,"Malignant neoplasms of colon, rectum and anus",1995,9.9,,,,
Brazil,Chronic liver diseases and cirrhosis,1995,17.1,,,,
Brazil,Mental and behavioural disorders,1995,5.2,,,,
Brazil,Malignant neoplasms of bladder,1995,3.2,,,,
Brazil,"Congenital malformations, deformations and chromosomal abnormalities",1995,3.7,,,,
Brazil,Diseases of the nervous system,1995,9.8,,,,
Brazil,Chronic obstructive pulmonary diseases,1995,16.7,,,,
Brazil,Diseases of the skin and subcutaneous tissue,1995,1.9,,,,
Brazil,Diseases of the respiratory system,1995,138.1,,,,
Brazil,Ischaemic heart diseases,1995,123.7,,,,
Brazil,"Symptoms, signs, ill-defined causes",1995,243.3,,,,
Brazil,Intentional self-harm,1995,5.5,,,,
Brazil,Malignant neoplasms of stomach,1995,17.2,,,,
Brazil,Accidental falls,1995,7.8,,,,
Brazil,Cerebrovascular diseases,1995,148.3,,,,
Brazil,Peptic ulcer,1995,5.1,,,,
Brazil,Acute myocardial infarction,1995,92,,,,
Brazil,Total,1995,1293.4,,,,
Brazil,External causes of mortality,1996,91.8,,,,
Brazil,Certain infectious and parasitic diseases,1996,51.3,,,,
Brazil,Diseases of the genitourinary system,1996,21,,,,
Brazil,Neoplasms,1996,158.6,,,,
Brazil,Pneumonia,1996,51,,,,
Brazil,Malignant neoplasms,1996,156.7,,,,
Brazil,Malignant neoplasms of pancreas,1996,6.1,,,,
Brazil,Malignant neoplasms of stomach,1996,17.2,,,,
Brazil,Certain conditions originating in the perinatal period,1996,12.4,,,,
Brazil,Influenza,1996,0.2,,,,
Brazil,Diabetes mellitus,1996,44.6,,,,
Brazil,Diseases of the musculoskeletal system and connective tissue,1996,3,,,,
Brazil,Accidental poisoning,1996,0.3,,,,
Brazil,Transport Accidents,1996,27.4,,,,
Brazil,Diseases of the circulatory system,1996,441.3,,,,
Brazil,Tuberculosis,1996,6.9,,,,
Brazil,Asthma,1996,3.5,,,,
Brazil,Assault,1996,25.7,,,,
Brazil,Malignant neoplasms of liver,1996,6.7,,,,
Brazil,"Malignant neoplasms of trachea, bronchus, lung",1996,20,,,,
Brazil,Leukemia,1996,4.3,,,,
Brazil,Diseases of the blood and blood-forming organs,1996,4.6,,,,
Brazil,"Endocrine, nutritional and metabolic diseases",1996,60,,,,
Brazil,Malignant melanoma of skin,1996,1.2,,,,
Brazil,Accidents,1996,51.1,,,,
Brazil,Dementia,1996,0.6,,,,
Brazil,Diseases of the digestive system,1996,55,,,,
Brazil,"Malignant neoplasms of colon, rectum and anus",1996,10.2,,,,
Brazil,Chronic liver diseases and cirrhosis,1996,15.9,,,,
Brazil,Mental and behavioural disorders,1996,5,,,,
Brazil,Malignant neoplasms of bladder,1996,3.2,,,,
Brazil,"Congenital malformations, deformations and chromosomal abnormalities",1996,3.6,,,,
Brazil,Diseases of the nervous system,1996,11.2,,,,
Brazil,Chronic obstructive pulmonary diseases,1996,55.8,,,,
Brazil,Diseases of the skin and subcutaneous tissue,1996,2.1,,,,
Brazil,Diseases of the respiratory system,1996,147.4,,,,
Brazil,Ischaemic heart diseases,1996,127.6,,,,
Brazil,HIV-AIDS,1996,9.8,,,,
Brazil,Alzheimer's disease,1996,1.6,,,,
Brazil,Intentional self-harm,1996,5.4,,,,
Brazil,"Symptoms, signs, ill-defined causes",1996,226.7,,,,
Brazil,Cerebrovascular diseases,1996,143.8,,,,
Brazil,Accidental falls,1996,5.3,,,,
Brazil,Peptic ulcer,1996,5.2,,,,
Brazil,Acute myocardial infarction,1996,92.9,,,,
Brazil,Hodgkin’s disease,1996,0.5,,,,
Brazil,Parkinson's disease,1996,1.4,,,,
Brazil,Total,1996,1295.9,,,,
Brazil,External causes of mortality,1997,89.8,,,,
Brazil,Certain infectious and parasitic diseases,1997,47.6,,,,
Brazil,Diseases of the genitourinary system,1997,20.3,,,,
Brazil,Neoplasms,1997,159.6,,,,
Brazil,Pneumonia,1997,44.8,,,,
Brazil,Malignant neoplasms,1997,158.3,,,,
Brazil,Malignant neoplasms of pancreas,1997,6.2,,,,
Brazil,Certain conditions originating in the perinatal period,1997,12.6,,,,
Brazil,Transport Accidents,1997,26.8,,,,
Brazil,Diabetes mellitus,1997,45.3,,,,
Brazil,Influenza,1997,0.2,,,,
Brazil,Diseases of the musculoskeletal system and connective tissue,1997,2.8,,,,
Brazil,Accidental poisoning,1997,0.2,,,,
Brazil,Diseases of the circulatory system,1997,429,,,,
Brazil,Tuberculosis,1997,7.2,,,,
Brazil,Asthma,1997,3.6,,,,
Brazil,Assault,1997,25.8,,,,
Brazil,"Malignant neoplasms of trachea, bronchus, lung",1997,20.6,,,,
Brazil,Malignant neoplasms of liver,1997,6.8,,,,
Brazil,Leukemia,1997,4.3,,,,
Brazil,Diseases of the blood and blood-forming organs,1997,4.8,,,,
Brazil,"Endocrine, nutritional and metabolic diseases",1997,60.6,,,,
Brazil,Malignant melanoma of skin,1997,1.1,,,,
Brazil,Accidents,1997,49.5,,,,
Brazil,Dementia,1997,0.9,,,,
Brazil,Diseases of the digestive system,1997,54.1,,,,
Brazil,"Malignant neoplasms of colon, rectum and anus",1997,10.5,,,,
Brazil,Chronic liver diseases and cirrhosis,1997,15.8,,,,
Brazil,Mental and behavioural disorders,1997,5.3,,,,
Brazil,Malignant neoplasms of bladder,1997,3.3,,,,
Brazil,"Congenital malformations, deformations and chromosomal abnormalities",1997,3.7,,,,
Brazil,Diseases of the nervous system,1997,11,,,,
Brazil,Chronic obstructive pulmonary diseases,1997,53.5,,,,
Brazil,Diseases of the skin and subcutaneous tissue,1997,2.2,,,,
Brazil,Diseases of the respiratory system,1997,137.8,,,,
Brazil,HIV-AIDS,1997,7.7,,,,
Brazil,Ischaemic heart diseases,1997,123.5,,,,
Brazil,"Symptoms, signs, ill-defined causes",1997,215.1,,,,
Brazil,Intentional self-harm,1997,5.5,,,,
Brazil,Malignant neoplasms of stomach,1997,17,,,,
Brazil,Accidental falls,1997,5.5,,,,
Brazil,Cerebrovascular diseases,1997,142.4,,,,
Brazil,Peptic ulcer,1997,4.8,,,,
Brazil,Acute myocardial infarction,1997,91.3,,,,
Brazil,Hodgkin’s disease,1997,0.4,,,,
Brazil,Parkinson's disease,1997,1.7,,,,
Brazil,Alzheimer's disease,1997,1.8,,,,
Brazil,Total,1997,1257.2,,,,
Brazil,External causes of mortality,1998,86.7,,,,
Brazil,Certain infectious and parasitic diseases,1998,48,,,,
Brazil,Diseases of the genitourinary system,1998,20.2,,,,
Brazil,Neoplasms,1998,160.4,,,,
Brazil,Pneumonia,1998,47.4,,,,
Brazil,Malignant neoplasms,1998,159,,,,
Brazil,Malignant neoplasms of pancreas,1998,6.2,,,,
Brazil,Certain conditions originating in the perinatal period,1998,12.1,,,,
Brazil,Transport Accidents,1998,22.9,,,,
Brazil,Influenza,1998,0.3,,,,
Brazil,Diabetes mellitus,1998,45.2,,,,
Brazil,Diseases of the musculoskeletal system and connective tissue,1998,2.7,,,,
Brazil,Accidental poisoning,1998,0.3,,,,
Brazil,Diseases of the circulatory system,1998,426.9,,,,
Brazil,Tuberculosis,1998,7.3,,,,
Brazil,Asthma,1998,3.7,,,,
Brazil,Assault,1998,25.8,,,,
Brazil,"Malignant neoplasms of trachea, bronchus, lung",1998,20.4,,,,
Brazil,Malignant neoplasms of liver,1998,6.6,,,,
Brazil,Leukemia,1998,4.4,,,,
Brazil,Diseases of the blood and blood-forming organs,1998,5,,,,
Brazil,"Endocrine, nutritional and metabolic diseases",1998,61.4,,,,
Brazil,Malignant melanoma of skin,1998,1.1,,,,
Brazil,Accidents,1998,43.3,,,,
Brazil,Dementia,1998,1.1,,,,
Brazil,Diseases of the digestive system,1998,54.4,,,,
Brazil,"Malignant neoplasms of colon, rectum and anus",1998,10.7,,,,
Brazil,Chronic liver diseases and cirrhosis,1998,15.6,,,,
Brazil,Mental and behavioural disorders,1998,5.7,,,,
Brazil,Malignant neoplasms of bladder,1998,3.2,,,,
Brazil,"Congenital malformations, deformations and chromosomal abnormalities",1998,3.6,,,,
Brazil,Diseases of the nervous system,1998,11.6,,,,
Brazil,Chronic obstructive pulmonary diseases,1998,57,,,,
Brazil,Diseases of the skin and subcutaneous tissue,1998,2.3,,,,
Brazil,Diseases of the respiratory system,1998,147.6,,,,
Brazil,HIV-AIDS,1998,6.9,,,,
Brazil,Ischaemic heart diseases,1998,122.8,,,,
Brazil,Alzheimer's disease,1998,2.2,,,,
Brazil,Intentional self-harm,1998,5.5,,,,
Brazil,"Symptoms, signs, ill-defined causes",1998,216.4,,,,
Brazil,Malignant neoplasms of stomach,1998,16.5,,,,
Brazil,Accidental falls,1998,6.3,,,,
Brazil,Cerebrovascular diseases,1998,140.3,,,,
Brazil,Peptic ulcer,1998,4.7,,,,
Brazil,Acute myocardial infarction,1998,90.6,,,,
Brazil,Hodgkin’s disease,1998,0.4,,,,
Brazil,Parkinson's disease,1998,1.7,,,,
Brazil,Total,1998,1265.9,,,,
Brazil,External causes of mortality,1999,83.7,,,,
Brazil,Certain infectious and parasitic diseases,1999,45.9,,,,
Brazil,Diseases of the genitourinary system,1999,19.8,,,,
Brazil,Neoplasms,1999,163.5,,,,
Brazil,Pneumonia,1999,43.3,,,,
Brazil,Malignant neoplasms,1999,161.6,,,,
Brazil,Certain conditions originating in the perinatal period,1999,13.2,,,,
Brazil,Malignant neoplasms of pancreas,1999,6.5,,,,
Brazil,Transport Accidents,1999,21.6,,,,
Brazil,Influenza,1999,0.3,,,,
Brazil,Diabetes mellitus,1999,49.4,,,,
Brazil,Diseases of the musculoskeletal system and connective tissue,1999,2.9,,,,
Brazil,Accidental poisoning,1999,0.2,,,,
Brazil,Diseases of the circulatory system,1999,416,,,,
Brazil,Tuberculosis,1999,7,,,,
Brazil,Asthma,1999,3.6,,,,
Brazil,Assault,1999,25.3,,,,
Brazil,"Malignant neoplasms of trachea, bronchus, lung",1999,20.6,,,,
Brazil,Malignant neoplasms of liver,1999,6.9,,,,
Brazil,Leukemia,1999,4.5,,,,
Brazil,Diseases of the blood and blood-forming organs,1999,5.4,,,,
Brazil,"Endocrine, nutritional and metabolic diseases",1999,65.3,,,,
Brazil,Malignant melanoma of skin,1999,1.2,,,,
Brazil,Accidents,1999,42.6,,,,
Brazil,Dementia,1999,1.4,,,,
Brazil,Diseases of the digestive system,1999,54.7,,,,
Brazil,"Malignant neoplasms of colon, rectum and anus",1999,10.8,,,,
Brazil,Chronic liver diseases and cirrhosis,1999,15.6,,,,
Brazil,Mental and behavioural disorders,1999,6.2,,,,
Brazil,Malignant neoplasms of bladder,1999,3.5,,,,
Brazil,"Congenital malformations, deformations and chromosomal abnormalities",1999,3.8,,,,
Brazil,Diseases of the nervous system,1999,12.4,,,,
Brazil,Chronic obstructive pulmonary diseases,1999,54.9,,,,
Brazil,Diseases of the skin and subcutaneous tissue,1999,2.3,,,,
Brazil,Diseases of the respiratory system,1999,140.1,,,,
Brazil,HIV-AIDS,1999,6.7,,,,
Brazil,Ischaemic heart diseases,1999,121.1,,,,
Brazil,Alzheimer's disease,1999,2.7,,,,
Brazil,Intentional self-harm,1999,4.9,,,,
Brazil,"Symptoms, signs, ill-defined causes",1999,214.7,,,,
Brazil,Malignant neoplasms of stomach,1999,16.1,,,,
Brazil,Accidental falls,1999,5.7,,,,
Brazil,Cerebrovascular diseases,1999,136.1,,,,
Brazil,Peptic ulcer,1999,4.8,,,,
Brazil,Acute myocardial infarction,1999,88.6,,,,
Brazil,Hodgkin’s disease,1999,0.4,,,,
Brazil,Parkinson's disease,1999,1.9,,,,
Brazil,Total,1999,1250.7,,,,
Brazil,External causes of mortality,2000,85.8,,,,
Brazil,Certain infectious and parasitic diseases,2000,44.8,,,,
Brazil,Diseases of the genitourinary system,2000,22.1,,,,
Brazil,Neoplasms,2000,167.3,,,,
Brazil,Pneumonia,2000,48.3,,,,
Brazil,Malignant neoplasms,2000,165.4,,,,
Brazil,Certain conditions originating in the perinatal period,2000,18.4,,,,
Brazil,Malignant neoplasms of pancreas,2000,6.7,,,,
Brazil,Transport Accidents,2000,20.8,,,,
Brazil,Influenza,2000,0.4,,,,
Brazil,Diabetes mellitus,2000,54.8,,,,
Brazil,Diseases of the musculoskeletal system and connective tissue,2000,3.3,,,,
Brazil,Accidental poisoning,2000,0.2,,,,
Brazil,Diseases of the circulatory system,2000,435.2,,,,
Brazil,Tuberculosis,2000,6.6,,,,
Brazil,Asthma,2000,3.5,,,,
Brazil,Assault,2000,27.1,,,,
Brazil,"Malignant neoplasms of trachea, bronchus, lung",2000,20.7,,,,
Brazil,Malignant neoplasms of liver,2000,7.2,,,,
Brazil,Leukemia,2000,4.6,,,,
Brazil,Diseases of the blood and blood-forming organs,2000,5.9,,,,
Brazil,"Endocrine, nutritional and metabolic diseases",2000,73.5,,,,
Brazil,Malignant melanoma of skin,2000,1.3,,,,
Brazil,Accidents,2000,40.7,,,,
Brazil,Dementia,2000,1.8,,,,
Brazil,Diseases of the digestive system,2000,56.5,,,,
Brazil,"Malignant neoplasms of colon, rectum and anus",2000,11.6,,,,
Brazil,Chronic liver diseases and cirrhosis,2000,15.7,,,,
Brazil,Mental and behavioural disorders,2000,6.8,,,,
Brazil,Malignant neoplasms of bladder,2000,3.5,,,,
Brazil,"Congenital malformations, deformations and chromosomal abnormalities",2000,5,,,,
Brazil,Diseases of the nervous system,2000,13.5,,,,
Brazil,Chronic obstructive pulmonary diseases,2000,57.1,,,,
Brazil,Diseases of the skin and subcutaneous tissue,2000,2.8,,,,
Brazil,Diseases of the respiratory system,2000,150.2,,,,
Brazil,HIV-AIDS,2000,6.8,,,,
Brazil,Ischaemic heart diseases,2000,124.9,,,,
Brazil,Alzheimer's disease,2000,3.6,,,,
Brazil,"Symptoms, signs, ill-defined causes",2000,222.3,,,,
Brazil,Intentional self-harm,2000,5,,,,
Brazil,Malignant neoplasms of stomach,2000,16.1,,,,
Brazil,Accidental falls,2000,5.9,,,,
Brazil,Cerebrovascular diseases,2000,143.1,,,,
Brazil,Peptic ulcer,2000,4.7,,,,
Brazil,Acute myocardial infarction,2000,90.2,,,,
Brazil,Hodgkin’s disease,2000,0.4,,,,
Brazil,Parkinson's disease,2000,2.2,,,,
Brazil,Total,2000,1314.2,,,,
Brazil,External causes of mortality,2001,86.4,,,,
Brazil,Certain infectious and parasitic diseases,2001,45.2,,,,
Brazil,Diseases of the genitourinary system,2001,23,,,,
Brazil,Neoplasms,2001,167.9,,,,
Brazil,Pneumonia,2001,49.4,,,,
